carrier,flight_number,total_fare,currency,travel_date,collector
AI,AI2531,10489.00,INR,2026-10-06,playwright_network
AI,AI435,10667.00,INR,2026-10-06,playwright_network
AI,AI2780,10667.00,INR,2026-10-06,playwright_network
AI,AI639,10667.00,INR,2026-10-06,playwright_network
AI,AI2739,10840.00,INR,2026-10-06,playwright_network
AI,AI2827,10840.00,INR,2026-10-06,playwright_network
AI,AI2821,10898.00,INR,2026-10-06,playwright_network
AI,AI2531,10963.00,INR,2026-10-06,playwright_network
AI,AI2745,11351.00,INR,2026-10-06,playwright_network
AI,AI417,11372.00,INR,2026-10-06,playwright_network
AI,AI2855,12934.00,INR,2026-10-06,playwright_network
AI,AI2787,13223.00,INR,2026-10-06,playwright_network
IX,IX1050,13874.00,INR,2026-10-06,playwright_network
IX,IX1671,14072.00,INR,2026-10-06,playwright_network
IX,IX1237,16348.00,INR,2026-10-06,playwright_network
AI,AI2677,15562.00,INR,2026-10-06,playwright_network
AI,AI2944,15562.00,INR,2026-10-06,playwright_network
AI,AI2442,15562.00,INR,2026-10-06,playwright_network
AI,AI2419,15562.00,INR,2026-10-06,playwright_network
AI,AI2952,15716.00,INR,2026-10-06,playwright_network
AI,AI2422,15720.00,INR,2026-10-06,playwright_network
AI,AI2930,15931.00,INR,2026-10-06,playwright_network
AI,AI2424,16170.00,INR,2026-10-06,playwright_network
AI,AI2928,16340.00,INR,2026-10-06,playwright_network
AI,AI2432,16676.00,INR,2026-10-06,playwright_network
IX,IX1280,17191.00,INR,2026-10-06,playwright_network
AI,AI2471,18311.00,INR,2026-10-06,playwright_network
AI,AI2841,18903.00,INR,2026-10-06,playwright_network
AI,AI2741,19988.00,INR,2026-10-06,playwright_network
AI,AI2663,21023.00,INR,2026-10-06,playwright_network
IX,IX5938,5049.00,INR,2026-10-21,playwright_network
QP,QP1149,5050.00,INR,2026-10-21,playwright_network
QP,QP1985,5050.00,INR,2026-10-21,playwright_network
AI,AI2845,5310.00,INR,2026-10-21,playwright_network
SG,SG669,5408.00,INR,2026-10-21,playwright_network
6E,6E5294,5430.00,INR,2026-10-21,playwright_network
SG,SG487,5721.00,INR,2026-10-21,playwright_network
QP,QP1516,5456.00,INR,2026-10-21,playwright_network
AI,AI2812,5690.00,INR,2026-10-21,playwright_network
AI,AI2857,5690.00,INR,2026-10-21,playwright_network
SG,SG642,6096.00,INR,2026-10-21,playwright_network
6E,6E5323,5848.00,INR,2026-10-21,playwright_network
6E,6E5296,7062.00,INR,2026-10-21,playwright_network
QP,QP1129,7199.00,INR,2026-10-21,playwright_network
6E,6E6361,7243.00,INR,2026-10-21,playwright_network
6E,6E5082,7243.00,INR,2026-10-21,playwright_network
6E,6E5241,7243.00,INR,2026-10-21,playwright_network
6E,6E230,7243.00,INR,2026-10-21,playwright_network
6E,6E261,7243.00,INR,2026-10-21,playwright_network
6E,6E6057,7374.00,INR,2026-10-21,playwright_network
6E,6E5228,7374.00,INR,2026-10-21,playwright_network
6E,6E5386,7374.00,INR,2026-10-21,playwright_network
6E,6E5179,7374.00,INR,2026-10-21,playwright_network
6E,6E5184,7377.00,INR,2026-10-21,playwright_network
6E,6E5388,7377.00,INR,2026-10-21,playwright_network
6E,6E5193,7377.00,INR,2026-10-21,playwright_network
AI,AI2603,7589.00,INR,2026-10-21,playwright_network
AI,AI2632,7735.00,INR,2026-10-21,playwright_network
AI,AI2851,7735.00,INR,2026-10-21,playwright_network
6E,6E5126,7584.00,INR,2026-10-21,playwright_network
6E,6E5196,7584.00,INR,2026-10-21,playwright_network
6E,6E6701,7584.00,INR,2026-10-21,playwright_network
6E,6E5048,7584.00,INR,2026-10-21,playwright_network
6E,6E6349,7584.00,INR,2026-10-21,playwright_network
6E,6E5188,7584.00,INR,2026-10-21,playwright_network
6E,6E5313,7584.00,INR,2026-10-21,playwright_network
6E,6E5109,7584.00,INR,2026-10-21,playwright_network
6E,6E5337,7584.00,INR,2026-10-21,playwright_network
6E,6E5071,7692.00,INR,2026-10-21,playwright_network
6E,6E6188,7692.00,INR,2026-10-21,playwright_network
6E,6E5221,7692.00,INR,2026-10-21,playwright_network
6E,6E5217,7692.00,INR,2026-10-21,playwright_network
6E,6E5092,7692.00,INR,2026-10-21,playwright_network
6E,6E5273,7715.00,INR,2026-10-21,playwright_network
6E,6E6599,7715.00,INR,2026-10-21,playwright_network
IX,IX1797,8050.00,INR,2026-10-21,playwright_network
IX,IX1801,8050.00,INR,2026-10-21,playwright_network
AI,AI2853,8156.00,INR,2026-10-21,playwright_network
6E,6E5032,8112.00,INR,2026-10-21,playwright_network
6E,6E911,8126.00,INR,2026-10-21,playwright_network
6E,6E5107,8126.00,INR,2026-10-21,playwright_network
QP,QP1133,8130.00,INR,2026-10-21,playwright_network
QP,QP1518,8130.00,INR,2026-10-21,playwright_network
AI,AI2863,8435.00,INR,2026-10-21,playwright_network
AI,AI2849,8435.00,INR,2026-10-21,playwright_network
AI,AI2401,8504.00,INR,2026-10-21,playwright_network
AI,AI2865,8504.00,INR,2026-10-21,playwright_network
6E,6E5178,8508.00,INR,2026-10-21,playwright_network
6E,6E5382,8532.00,INR,2026-10-21,playwright_network
6E,6E5047,9057.00,INR,2026-10-21,playwright_network
6E,6E673,9364.00,INR,2026-10-21,playwright_network
IX,IX1242,10043.00,INR,2026-10-21,playwright_network
IX,IX1238,10043.00,INR,2026-10-21,playwright_network
AI,AI2745,10044.00,INR,2026-10-21,playwright_network
6E,6E437,10068.00,INR,2026-10-21,playwright_network
AI,AI639,10667.00,INR,2026-10-21,playwright_network
AI,AI2780,10667.00,INR,2026-10-21,playwright_network
6E,6E5178,10628.00,INR,2026-10-21,playwright_network
6E,6E5386,10628.00,INR,2026-10-21,playwright_network
AI,AI435,10840.00,INR,2026-10-21,playwright_network
IX,IX1810,11934.00,INR,2026-10-21,playwright_network
IX,IX1797,11934.00,INR,2026-10-21,playwright_network
AI,AI2869,11229.00,INR,2026-10-21,playwright_network
AI,AI2875,11229.00,INR,2026-10-21,playwright_network
AI,AI2641,11317.00,INR,2026-10-21,playwright_network
AI,AI2780,11623.00,INR,2026-10-21,playwright_network
AI,AI2827,11731.00,INR,2026-10-21,playwright_network
AI,AI435,11796.00,INR,2026-10-21,playwright_network
AI,AI2739,11796.00,INR,2026-10-21,playwright_network
6E,6E632,11678.00,INR,2026-10-21,playwright_network
AI,AI2821,11965.00,INR,2026-10-21,playwright_network
AI,AI2619,12285.00,INR,2026-10-21,playwright_network
IX,IX1238,12698.00,INR,2026-10-21,playwright_network
AI,AI2625,12779.00,INR,2026-10-21,playwright_network
6E,6E5181,12726.00,INR,2026-10-21,playwright_network
IX,IX1026,13110.00,INR,2026-10-21,playwright_network
AI,AI2531,13263.00,INR,2026-10-21,playwright_network
IX,IX1237,13854.00,INR,2026-10-21,playwright_network
IX,IX1023,14408.00,INR,2026-10-21,playwright_network
IX,IX1671,15393.00,INR,2026-10-21,playwright_network
IX,IX1050,15801.00,INR,2026-10-21,playwright_network
AI,AI2745,15871.00,INR,2026-10-21,playwright_network
IX,IX1809,16506.00,INR,2026-10-21,playwright_network
6E,6E2284,16922.00,INR,2026-10-21,playwright_network
AI,AI816,17166.00,INR,2026-10-21,playwright_network
6E,6E5318,17190.00,INR,2026-10-21,playwright_network
AI,AI2787,17570.00,INR,2026-10-21,playwright_network
IX,IX1280,18977.00,INR,2026-10-21,playwright_network
AI,AI2855,19299.00,INR,2026-10-21,playwright_network
IX,IX1237,24118.00,INR,2026-10-21,playwright_network
AI,AI2841,23471.00,INR,2026-10-21,playwright_network
AI,AI2663,24877.00,INR,2026-10-21,playwright_network
AI,AI2741,25998.00,INR,2026-10-21,playwright_network
IX,IX1176,27825.00,INR,2026-10-21,playwright_network
AI,AI2471,43193.00,INR,2026-10-21,playwright_network
SG,SG555,6992.00,INR,2026-11-05,playwright_network
SG,SG669,6992.00,INR,2026-11-05,playwright_network
SG,SG642,6992.00,INR,2026-11-05,playwright_network
IX,IX1519,7046.00,INR,2026-11-05,playwright_network
6E,6E261,7243.00,INR,2026-11-05,playwright_network
6E,6E6064,7243.00,INR,2026-11-05,playwright_network
6E,6E6361,7243.00,INR,2026-11-05,playwright_network
6E,6E5011,7243.00,INR,2026-11-05,playwright_network
6E,6E6365,7374.00,INR,2026-11-05,playwright_network
6E,6E6362,7374.00,INR,2026-11-05,playwright_network
6E,6E5228,7374.00,INR,2026-11-05,playwright_network
6E,6E5386,7374.00,INR,2026-11-05,playwright_network
6E,6E5318,7374.00,INR,2026-11-05,playwright_network
6E,6E5246,7374.00,INR,2026-11-05,playwright_network
6E,6E5179,7374.00,INR,2026-11-05,playwright_network
6E,6E5196,7584.00,INR,2026-11-05,playwright_network
6E,6E136,7584.00,INR,2026-11-05,playwright_network
6E,6E5337,7584.00,INR,2026-11-05,playwright_network
IX,IX1051,8364.00,INR,2026-11-05,playwright_network
6E,6E5188,8126.00,INR,2026-11-05,playwright_network
6E,6E5085,8126.00,INR,2026-11-05,playwright_network
QP,QP1336,8130.00,INR,2026-11-05,playwright_network
IX,IX1549,8624.00,INR,2026-11-05,playwright_network
6E,6E5323,8532.00,INR,2026-11-05,playwright_network
6E,6E5388,8532.00,INR,2026-11-05,playwright_network
6E,6E5083,8532.00,INR,2026-11-05,playwright_network
6E,6E5221,8532.00,INR,2026-11-05,playwright_network
6E,6E5382,8532.00,INR,2026-11-05,playwright_network
6E,6E5217,8532.00,INR,2026-11-05,playwright_network
6E,6E5193,8532.00,INR,2026-11-05,playwright_network
6E,6E5296,8532.00,INR,2026-11-05,playwright_network
6E,6E6284,8532.00,INR,2026-11-05,playwright_network
QP,QP1332,8825.00,INR,2026-11-05,playwright_network
QP,QP1133,8825.00,INR,2026-11-05,playwright_network
6E,6E294,8849.00,INR,2026-11-05,playwright_network
IX,IX1051,9198.00,INR,2026-11-05,playwright_network
AI,AI2812,9188.00,INR,2026-11-05,playwright_network
AI,AI2851,9188.00,INR,2026-11-05,playwright_network
AI,AI2632,9188.00,INR,2026-11-05,playwright_network
AI,AI2853,9188.00,INR,2026-11-05,playwright_network
6E,6E5032,9057.00,INR,2026-11-05,playwright_network
6E,6E5047,9057.00,INR,2026-11-05,playwright_network
6E,6E6335,9057.00,INR,2026-11-05,playwright_network
AI,AI2623,9379.00,INR,2026-11-05,playwright_network
AI,AI2621,9379.00,INR,2026-11-05,playwright_network
AI,AI2484,9379.00,INR,2026-11-05,playwright_network
AI,AI2603,9508.00,INR,2026-11-05,playwright_network
AI,AI2849,9508.00,INR,2026-11-05,playwright_network
AI,AI2401,9588.00,INR,2026-11-05,playwright_network
AI,AI2641,9669.00,INR,2026-11-05,playwright_network
IX,IX1519,9849.00,INR,2026-11-05,playwright_network
6E,6E5092,9582.00,INR,2026-11-05,playwright_network
6E,6E5204,10068.00,INR,2026-11-05,playwright_network
6E,6E5257,10737.00,INR,2026-11-05,playwright_network
6E,6E5313,10838.00,INR,2026-11-05,playwright_network
AI,AI2863,11126.00,INR,2026-11-05,playwright_network
AI,AI598,11134.00,INR,2026-11-05,playwright_network
AI,AI2617,11271.00,INR,2026-11-05,playwright_network
AI,AI2739,11428.00,INR,2026-11-05,playwright_network
6E,6E841,11541.00,INR,2026-11-05,playwright_network
AI,AI2617,11746.00,INR,2026-11-05,playwright_network
AI,AI2869,11796.00,INR,2026-11-05,playwright_network
AI,AI2531,11938.00,INR,2026-11-05,playwright_network
AI,AI2869,11970.00,INR,2026-11-05,playwright_network
6E,6E6549,11830.00,INR,2026-11-05,playwright_network
IX,IX2201,12199.00,INR,2026-11-05,playwright_network
6E,6E6674,12097.00,INR,2026-11-05,playwright_network
IX,IX2211,12457.00,INR,2026-11-05,playwright_network
AI,AI2531,12412.00,INR,2026-11-05,playwright_network
6E,6E6674,12704.00,INR,2026-11-05,playwright_network
AI,AI2875,13121.00,INR,2026-11-05,playwright_network
AI,AI2780,13788.00,INR,2026-11-05,playwright_network
IX,IX1050,14012.00,INR,2026-11-05,playwright_network
6E,6E5147,13695.00,INR,2026-11-05,playwright_network
AI,AI2821,14144.00,INR,2026-11-05,playwright_network
AI,AI603,14603.00,INR,2026-11-05,playwright_network
IX,IX2213,16159.00,INR,2026-11-05,playwright_network
6E,6E6280,16105.00,INR,2026-11-05,playwright_network
6E,6E795,16593.00,INR,2026-11-05,playwright_network
6E,6E5071,16827.00,INR,2026-11-05,playwright_network
AI,AI2841,17150.00,INR,2026-11-05,playwright_network
6E,6E5183,17010.00,INR,2026-11-05,playwright_network
IX,IX2205,17486.00,INR,2026-11-05,playwright_network
AI,AI2591,17261.00,INR,2026-11-05,playwright_network
IX,IX2205,19010.00,INR,2026-11-05,playwright_network
IX,IX1050,19835.00,INR,2026-11-05,playwright_network
6E,6E2049,20302.00,INR,2026-11-05,playwright_network
IX,IX2209,20560.00,INR,2026-11-05,playwright_network
AI,AI2605,20562.00,INR,2026-11-05,playwright_network
6E,6E6701,21417.00,INR,2026-11-05,playwright_network
6E,6E6352,21485.00,INR,2026-11-05,playwright_network
6E,6E5059,21948.00,INR,2026-11-05,playwright_network
AI,AI2787,23450.00,INR,2026-11-05,playwright_network
IX,IX1219,25381.00,INR,2026-11-05,playwright_network
IX,IX1026,25838.00,INR,2026-11-05,playwright_network
IX,IX1671,26083.00,INR,2026-11-05,playwright_network
AI,AI2639,27237.00,INR,2026-11-05,playwright_network
AI,AI2741,27743.00,INR,2026-11-05,playwright_network
IX,IX1237,29488.00,INR,2026-11-05,playwright_network
IX,IX1176,29367.00,INR,2026-11-05,playwright_network
IX,IX1237,30277.00,INR,2026-11-05,playwright_network
AI,AI2445,30900.00,INR,2026-11-05,playwright_network
IX,IX1176,31887.00,INR,2026-11-05,playwright_network
AI,AI2527,33425.00,INR,2026-11-05,playwright_network
AI,AI2789,36896.00,INR,2026-11-05,playwright_network
6E,6E704,8360.00,INR,2026-09-22,playwright_network
6E,6E884,8360.00,INR,2026-09-22,playwright_network
6E,6E6179,8491.00,INR,2026-09-22,playwright_network
6E,6E734,8491.00,INR,2026-09-22,playwright_network
6E,6E931,8491.00,INR,2026-09-22,playwright_network
6E,6E5119,8491.00,INR,2026-09-22,playwright_network
6E,6E6673,8491.00,INR,2026-09-22,playwright_network
6E,6E6459,8491.00,INR,2026-09-22,playwright_network
6E,6E2618,8491.00,INR,2026-09-22,playwright_network
6E,6E6632,8570.00,INR,2026-09-22,playwright_network
6E,6E2151,8570.00,INR,2026-09-22,playwright_network
6E,6E6115,8570.00,INR,2026-09-22,playwright_network
6E,6E5038,8570.00,INR,2026-09-22,playwright_network
6E,6E6476,8570.00,INR,2026-09-22,playwright_network
6E,6E2319,8570.00,INR,2026-09-22,playwright_network
IX,IX1046,8977.00,INR,2026-09-22,playwright_network
IX,IX1165,8977.00,INR,2026-09-22,playwright_network
IX,IX1617,8977.00,INR,2026-09-22,playwright_network
IX,IX1230,8977.00,INR,2026-09-22,playwright_network
IX,IX1070,9028.00,INR,2026-09-22,playwright_network
6E,6E6497,8701.00,INR,2026-09-22,playwright_network
QP,QP1812,8829.00,INR,2026-09-22,playwright_network
QP,QP1308,8829.00,INR,2026-09-22,playwright_network
QP,QP1350,8829.00,INR,2026-09-22,playwright_network
6E,6E820,8829.00,INR,2026-09-22,playwright_network
6E,6E871,8829.00,INR,2026-09-22,playwright_network
6E,6E846,8829.00,INR,2026-09-22,playwright_network
6E,6E6515,8829.00,INR,2026-09-22,playwright_network
6E,6E2314,8829.00,INR,2026-09-22,playwright_network
QP,QP1824,8829.00,INR,2026-09-22,playwright_network
6E,6E513,8911.00,INR,2026-09-22,playwright_network
6E,6E5191,8911.00,INR,2026-09-22,playwright_network
AI,AI2653,9142.00,INR,2026-09-22,playwright_network
AI,AI2757,9142.00,INR,2026-09-22,playwright_network
AI,AI2409,9142.00,INR,2026-09-22,playwright_network
AI,AI2803,9142.00,INR,2026-09-22,playwright_network
AI,AI2664,9142.00,INR,2026-09-22,playwright_network
AI,AI2512,9142.00,INR,2026-09-22,playwright_network
AI,AI2412,9142.00,INR,2026-09-22,playwright_network
6E,6E861,9286.00,INR,2026-09-22,playwright_network
6E,6E828,9286.00,INR,2026-09-22,playwright_network
AI,AI2817,9599.00,INR,2026-09-22,playwright_network
AI,AI2485,9599.00,INR,2026-09-22,playwright_network
AI,AI2809,9599.00,INR,2026-09-22,playwright_network
AI,AI2487,9599.00,INR,2026-09-22,playwright_network
AI,AI2415,9762.00,INR,2026-09-22,playwright_network
AI,AI2819,9762.00,INR,2026-09-22,playwright_network
IX,IX1811,10056.00,INR,2026-09-22,playwright_network
6E,6E758,9767.00,INR,2026-09-22,playwright_network
6E,6E811,9771.00,INR,2026-09-22,playwright_network
6E,6E837,9771.00,INR,2026-09-22,playwright_network
6E,6E880,9771.00,INR,2026-09-22,playwright_network
6E,6E842,9771.00,INR,2026-09-22,playwright_network
6E,6E850,9771.00,INR,2026-09-22,playwright_network
AI,AI427,10084.00,INR,2026-09-22,playwright_network
AI,AI2815,10084.00,INR,2026-09-22,playwright_network
IX,IX1257,10294.00,INR,2026-09-22,playwright_network
AI,AI1717,10294.00,INR,2026-09-22,playwright_network
AI,AI2569,10294.00,INR,2026-09-22,playwright_network
AI,AI2499,10294.00,INR,2026-09-22,playwright_network
6E,6E873,10285.00,INR,2026-09-22,playwright_network
6E,6E826,10285.00,INR,2026-09-22,playwright_network
6E,6E810,10285.00,INR,2026-09-22,playwright_network
AI,AI2499,10504.00,INR,2026-09-22,playwright_network
AI,AI2973,10686.00,INR,2026-09-22,playwright_network
AI,AI2547,10686.00,INR,2026-09-22,playwright_network
AI,AI2971,10686.00,INR,2026-09-22,playwright_network
AI,AI1735,10686.00,INR,2026-09-22,playwright_network
AI,AI1797,10686.00,INR,2026-09-22,playwright_network
AI,AI2469,10686.00,INR,2026-09-22,playwright_network
AI,AI1710,10725.00,INR,2026-09-22,playwright_network
AI,AI2417,10780.00,INR,2026-09-22,playwright_network
6E,6E6091,10786.00,INR,2026-09-22,playwright_network
AI,AI2609,11097.00,INR,2026-09-22,playwright_network
AI,AI2973,11097.00,INR,2026-09-22,playwright_network
IX,IX1041,11827.00,INR,2026-09-22,playwright_network
6E,6E5073,11598.00,INR,2026-09-22,playwright_network
AI,AI1797,12248.00,INR,2026-09-22,playwright_network
AI,AI2469,12248.00,INR,2026-09-22,playwright_network
AI,AI437,12371.00,INR,2026-09-22,playwright_network
IX,IX1056,12516.00,INR,2026-09-22,playwright_network
IX,IX1074,12726.00,INR,2026-09-22,playwright_network
IX,IX1069,12726.00,INR,2026-09-22,playwright_network
IX,IX1068,12767.00,INR,2026-09-22,playwright_network
6E,6E6282,12445.00,INR,2026-09-22,playwright_network
IX,IX1038,12919.00,INR,2026-09-22,playwright_network
IX,IX1292,13060.00,INR,2026-09-22,playwright_network
AI,AI2569,13339.00,INR,2026-09-22,playwright_network
6E,6E717,13520.00,INR,2026-09-22,playwright_network
AI,AI1702,13904.00,INR,2026-09-22,playwright_network
AI,AI2483,14018.00,INR,2026-09-22,playwright_network
6E,6E2557,14165.00,INR,2026-09-22,playwright_network
6E,6E2277,14481.00,INR,2026-09-22,playwright_network
IX,IX1067,15085.00,INR,2026-09-22,playwright_network
6E,6E6217,14703.00,INR,2026-09-22,playwright_network
IX,IX1108,15159.00,INR,2026-09-22,playwright_network
IX,IX1090,15191.00,INR,2026-09-22,playwright_network
6E,6E2343,14834.00,INR,2026-09-22,playwright_network
6E,6E6470,14834.00,INR,2026-09-22,playwright_network
6E,6E5033,15936.00,INR,2026-09-22,playwright_network
6E,6E6488,16134.00,INR,2026-09-22,playwright_network
6E,6E950,16933.00,INR,2026-09-22,playwright_network
IX,IX1041,17760.00,INR,2026-09-22,playwright_network
IX,IX1032,17760.00,INR,2026-09-22,playwright_network
IX,IX1085,17782.00,INR,2026-09-22,playwright_network
6E,6E6437,17563.00,INR,2026-09-22,playwright_network
IX,IX1783,18122.00,INR,2026-09-22,playwright_network
IX,IX1617,18157.00,INR,2026-09-22,playwright_network
AI,AI2627,18082.00,INR,2026-09-22,playwright_network
IX,IX1980,18416.00,INR,2026-09-22,playwright_network
IX,IX1012,18416.00,INR,2026-09-22,playwright_network
AI,AI2532,18320.00,INR,2026-09-22,playwright_network
6E,6E5001,18250.00,INR,2026-09-22,playwright_network
6E,6E6293,18717.00,INR,2026-09-22,playwright_network
IX,IX1811,19530.00,INR,2026-09-22,playwright_network
AI,AI2705,19286.00,INR,2026-09-22,playwright_network
6E,6E329,19958.00,INR,2026-09-22,playwright_network
IX,IX1461,21997.00,INR,2026-09-22,playwright_network
AI,AI1749,23574.00,INR,2026-09-22,playwright_network
AI,AI1739,27215.00,INR,2026-09-22,playwright_network
AI,AI2879,32131.00,INR,2026-09-22,playwright_network
IX,IX1035,8767.00,INR,2026-09-28,playwright_network
IX,IX1070,8828.00,INR,2026-09-28,playwright_network
IX,IX5975,8828.00,INR,2026-09-28,playwright_network
IX,IX1090,8977.00,INR,2026-09-28,playwright_network
IX,IX1165,8977.00,INR,2026-09-28,playwright_network
IX,IX1046,8977.00,INR,2026-09-28,playwright_network
IX,IX1054,8977.00,INR,2026-09-28,playwright_network
IX,IX1392,8977.00,INR,2026-09-28,playwright_network
IX,IX1617,8977.00,INR,2026-09-28,playwright_network
QP,QP1812,8829.00,INR,2026-09-28,playwright_network
6E,6E811,8829.00,INR,2026-09-28,playwright_network
6E,6E873,8829.00,INR,2026-09-28,playwright_network
QP,QP1308,8829.00,INR,2026-09-28,playwright_network
QP,QP1350,8829.00,INR,2026-09-28,playwright_network
6E,6E820,8829.00,INR,2026-09-28,playwright_network
6E,6E871,8829.00,INR,2026-09-28,playwright_network
6E,6E846,8829.00,INR,2026-09-28,playwright_network
6E,6E6515,8829.00,INR,2026-09-28,playwright_network
6E,6E861,8829.00,INR,2026-09-28,playwright_network
6E,6E837,8829.00,INR,2026-09-28,playwright_network
6E,6E880,8829.00,INR,2026-09-28,playwright_network
6E,6E176,8829.00,INR,2026-09-28,playwright_network
6E,6E842,8829.00,INR,2026-09-28,playwright_network
6E,6E826,8829.00,INR,2026-09-28,playwright_network
6E,6E2314,8829.00,INR,2026-09-28,playwright_network
6E,6E828,8829.00,INR,2026-09-28,playwright_network
QP,QP1822,8829.00,INR,2026-09-28,playwright_network
QP,QP1824,8829.00,INR,2026-09-28,playwright_network
6E,6E850,8829.00,INR,2026-09-28,playwright_network
AI,AI427,9142.00,INR,2026-09-28,playwright_network
AI,AI2485,9142.00,INR,2026-09-28,playwright_network
AI,AI2809,9142.00,INR,2026-09-28,playwright_network
AI,AI2409,9142.00,INR,2026-09-28,playwright_network
AI,AI2803,9142.00,INR,2026-09-28,playwright_network
AI,AI2415,9142.00,INR,2026-09-28,playwright_network
AI,AI2819,9142.00,INR,2026-09-28,playwright_network
AI,AI2664,9142.00,INR,2026-09-28,playwright_network
AI,AI2487,9142.00,INR,2026-09-28,playwright_network
AI,AI2512,9142.00,INR,2026-09-28,playwright_network
AI,AI2412,9142.00,INR,2026-09-28,playwright_network
IX,IX1035,9396.00,INR,2026-09-28,playwright_network
IX,IX1617,9606.00,INR,2026-09-28,playwright_network
6E,6E2151,9383.00,INR,2026-09-28,playwright_network
AI,AI2817,9599.00,INR,2026-09-28,playwright_network
AI,AI2815,9762.00,INR,2026-09-28,playwright_network
6E,6E810,9771.00,INR,2026-09-28,playwright_network
AI,AI2417,10005.00,INR,2026-09-28,playwright_network
6E,6E6433,9867.00,INR,2026-09-28,playwright_network
6E,6E717,9946.00,INR,2026-09-28,playwright_network
6E,6E6217,9946.00,INR,2026-09-28,playwright_network
6E,6E6212,9946.00,INR,2026-09-28,playwright_network
6E,6E6282,9946.00,INR,2026-09-28,playwright_network
6E,6E6293,9946.00,INR,2026-09-28,playwright_network
6E,6E884,9946.00,INR,2026-09-28,playwright_network
6E,6E5073,10077.00,INR,2026-09-28,playwright_network
6E,6E6179,10077.00,INR,2026-09-28,playwright_network
6E,6E329,10077.00,INR,2026-09-28,playwright_network
6E,6E734,10077.00,INR,2026-09-28,playwright_network
6E,6E931,10077.00,INR,2026-09-28,playwright_network
6E,6E5119,10077.00,INR,2026-09-28,playwright_network
6E,6E6673,10077.00,INR,2026-09-28,playwright_network
6E,6E2557,10077.00,INR,2026-09-28,playwright_network
6E,6E6459,10077.00,INR,2026-09-28,playwright_network
6E,6E2618,10077.00,INR,2026-09-28,playwright_network
6E,6E2343,10077.00,INR,2026-09-28,playwright_network
AI,AI1710,10294.00,INR,2026-09-28,playwright_network
AI,AI2569,10294.00,INR,2026-09-28,playwright_network
6E,6E950,10156.00,INR,2026-09-28,playwright_network
6E,6E6091,10156.00,INR,2026-09-28,playwright_network
6E,6E6632,10156.00,INR,2026-09-28,playwright_network
6E,6E2277,10156.00,INR,2026-09-28,playwright_network
6E,6E6115,10156.00,INR,2026-09-28,playwright_network
6E,6E5038,10156.00,INR,2026-09-28,playwright_network
6E,6E5033,10156.00,INR,2026-09-28,playwright_network
6E,6E6476,10156.00,INR,2026-09-28,playwright_network
6E,6E6497,10287.00,INR,2026-09-28,playwright_network
6E,6E5001,10314.00,INR,2026-09-28,playwright_network
IX,IX1230,10706.00,INR,2026-09-28,playwright_network
6E,6E513,10497.00,INR,2026-09-28,playwright_network
6E,6E5191,10497.00,INR,2026-09-28,playwright_network
AI,AI1717,10725.00,INR,2026-09-28,playwright_network
IX,IX1038,10781.00,INR,2026-09-28,playwright_network
AI,AI2547,10895.00,INR,2026-09-28,playwright_network
AI,AI2609,10895.00,INR,2026-09-28,playwright_network
IX,IX1617,11163.00,INR,2026-09-28,playwright_network
IX,IX1165,11163.00,INR,2026-09-28,playwright_network
AI,AI2469,11097.00,INR,2026-09-28,playwright_network
AI,AI2973,11422.00,INR,2026-09-28,playwright_network
AI,AI1797,11569.00,INR,2026-09-28,playwright_network
AI,AI2971,11580.00,INR,2026-09-28,playwright_network
AI,AI2653,11628.00,INR,2026-09-28,playwright_network
AI,AI2971,11712.00,INR,2026-09-28,playwright_network
IX,IX1812,12037.00,INR,2026-09-28,playwright_network
AI,AI2532,12135.00,INR,2026-09-28,playwright_network
AI,AI2879,12668.00,INR,2026-09-28,playwright_network
IX,IX1001,12818.00,INR,2026-09-28,playwright_network
IX,IX1067,13027.00,INR,2026-09-28,playwright_network
AI,AI2519,13118.00,INR,2026-09-28,playwright_network
6E,6E2349,13294.00,INR,2026-09-28,playwright_network
6E,6E704,13641.00,INR,2026-09-28,playwright_network
AI,AI1702,13904.00,INR,2026-09-28,playwright_network
AI,AI2458,14633.00,INR,2026-09-28,playwright_network
AI,AI2483,14670.00,INR,2026-09-28,playwright_network
AI,AI2577,15146.00,INR,2026-09-28,playwright_network
IX,IX1815,15460.00,INR,2026-09-28,playwright_network
IX,IX1068,15789.00,INR,2026-09-28,playwright_network
AI,AI2525,15692.00,INR,2026-09-28,playwright_network
IX,IX1461,16327.00,INR,2026-09-28,playwright_network
IX,IX1811,16562.00,INR,2026-09-28,playwright_network
IX,IX1032,17078.00,INR,2026-09-28,playwright_network
IX,IX1783,17282.00,INR,2026-09-28,playwright_network
IX,IX1108,17575.00,INR,2026-09-28,playwright_network
IX,IX1032,17760.00,INR,2026-09-28,playwright_network
AI,AI2705,17921.00,INR,2026-09-28,playwright_network
IX,IX1012,18634.00,INR,2026-09-28,playwright_network
IX,IX1069,18790.00,INR,2026-09-28,playwright_network
IX,IX1085,18988.00,INR,2026-09-28,playwright_network
6E,6E2364,19252.00,INR,2026-09-28,playwright_network
IX,IX1980,21678.00,INR,2026-09-28,playwright_network
AI,AI2627,21255.00,INR,2026-09-28,playwright_network
AI,AI1739,25347.00,INR,2026-09-28,playwright_network
IX,IX1074,31447.00,INR,2026-09-28,playwright_network
6E,6E717,8360.00,INR,2026-10-06,playwright_network
